,Product Code,Quality,Process T (C),Ambient T (C),T Difference Squared (C^2),Tool Lifespan (min),Tool Lifespan/Temp Increase^2 (min/C^2),Rotation Speed (rpm),Torque (Nm),Horsepower (HP),Machine Status
268,S,H,35.95,26.95,81.00000000000007,103.0,1.0,1622.0,31.8,9.82094440213252,0.0
269,K,L,36.15,27.05,82.80999999999996,101.0,1.0,1533.0,37.0,10.79988575780655,0.0
270,K,M,36.15,27.05,82.80999999999996,98.0,1.0,1457.0,44.3,12.289623000761614,0.0
271,K,M,36.15,27.05,82.80999999999996,95.0,1.0,1687.0,27.7,8.897543792840823,0.0
272,T,L,36.05,27.05,80.99999999999994,92.0,1.0,1731.0,30.4,10.019497334348818,0.0
273,K,L,36.05,26.95,82.80999999999996,90.0,1.0,1431.0,45.4,12.37003046458492,0.0
274,Z,L,35.95,26.85,82.81000000000003,88.0,1.0,1553.0,40.0,11.827875095201827,0.0
275,K,L,36.05,27.05,80.99999999999994,86.0,1.0,1353.0,58.7,15.122067783701448,0.0
276,Z,L,36.05,26.95,82.80999999999996,84.0,1.0,1882.0,23.8,8.528484386900228,0.0
277,Z,M,36.94203235421732,26.95,99.8407105677257,81.0,1.0,1368.0,45.8,11.929626808834728,0.0
278,K,L,35.95,26.95,81.00000000000007,79.0,1.0,1709.0,32.1,10.44533511043412,0.0
279,S,L,36.05,27.05,80.99999999999994,116.0,1.0,1478.0,46.9,13.198438690022847,0.0
280,T,L,36.15,27.05,82.80999999999996,118.0,1.0,1783.0,27.3,9.268069306930693,0.0
281,S,M,36.15,27.05,82.80999999999996,120.0,1.0,1385.0,46.1,12.156987814166031,0.0
282,K,L,36.15,26.95,84.63999999999999,123.0,1.0,1444.0,43.6,11.987509520182789,0.0
283,T,M,36.25,26.95,86.49000000000001,170.0,2.0,2293.0,16.3,7.116507996953541,0.0
284,S,L,36.25,26.95,86.49000000000001,168.0,2.0,1558.0,29.7,8.81047220106626,0.0
285,T,H,36.25,27.05,84.63999999999999,163.0,2.0,1437.5861907704734,45.8,12.536452310983945,0.0
286,Z,L,36.25,27.05,84.63999999999999,158.0,2.0,1520.0,38.2,11.055597867479056,0.0
287,K,M,36.05,26.95,82.80999999999996,155.0,2.0,1624.0,30.8,9.523838537699925,0.0
288,Z,M,36.05,26.95,82.80999999999996,152.0,2.0,1474.0,45.2,12.685605483625286,0.0
289,Z,L,36.15,26.95,84.63999999999999,150.0,2.0,1610.0,32.1,9.84025133282559,0.0
290,Z,L,36.15,27.15,81.0,75.0,1.0,1667.0,29.9,9.490346534653465,0.0
291,T,L,36.15,27.05,82.80999999999996,148.0,2.0,1441.0,42.9,11.770544554455446,0.0
292,K,L,36.25,27.05,84.63999999999999,141.0,2.0,1717.7131497863159,28.5,9.321177602610435,0.0
293,T,M,36.25,26.95,86.49000000000001,138.0,2.0,1407.0,43.9,11.760719725818735,0.0
294,S,M,36.25,26.95,86.49000000000001,135.0,2.0,1932.0,21.8,8.01934501142422,0.0
295,Z,M,36.15,26.85,86.48999999999995,132.0,2.0,1539.0,43.2,12.65894897182026,0.0
296,K,L,36.25,27.05,84.63999999999999,130.0,2.0,1340.0,56.0,14.287890327494289,0.0
297,T,M,36.35,27.05,86.49000000000001,127.0,1.0,1349.0,56.2,14.435224676313785,0.0
298,T,L,36.25,27.05,84.63999999999999,125.0,1.0,1841.0,23.0,8.062261995430312,0.0
299,Z,H,36.35,27.05,86.49000000000001,143.0,2.0,1329.0,55.2,13.96816450875857,0.0
300,K,L,36.35,27.45,79.21000000000004,103.0,1.0,1642.0,36.2,11.317669459253619,0.0
301,T,L,37.05,28.25,77.43999999999996,37.0,0.0,1662.0,31.0,9.80997715156131,0.0
302,S,L,37.15,28.15,81.0,42.0,1.0,1385.0,42.3,11.15489337395278,0.0
303,Z,H,37.95,28.85,82.81000000000003,137.0,2.0,1291.0,63.6,15.633587204874335,0.0
304,S,H,37.95,28.85,82.81000000000003,132.0,2.0,1871.0,26.0,9.262376237623762,0.0
305,Z,L,37.95,28.85,82.81000000000003,130.0,2.0,1353.0,43.8,11.283587204874333,0.0
306,K,L,37.95,28.85,82.81000000000003,128.0,2.0,1292.9198635866119,54.9,13.515099107179166,0.0
307,K,L,37.95,28.85,82.81000000000003,126.0,2.0,1642.0,33.1,10.348476770753999,0.0
308,T,L,37.85,28.85,81.0,124.0,2.0,1309.0,48.0,11.963442498095963,0.0
309,Z,M,37.95,28.85,82.81000000000003,121.0,1.0,1384.0,47.4,12.49078446306169,0.0
310,Z,L,37.95,28.85,82.81000000000003,119.0,1.0,1356.0,45.7,11.7991622239147,0.0
311,T,M,37.95,28.85,82.81000000000003,116.0,1.0,1608.0849977400776,35.4,10.838958286366859,0.0
312,S,H,37.95,28.85,82.81000000000003,111.0,1.0,1336.0,63.6,16.178522467631378,0.0
313,T,H,38.17840967318387,28.85,87.0192270307504,106.0,1.0,1590.0,34.3,10.384044173648133,0.0
314,T,M,37.85,28.85,81.0,103.0,1.0,1763.0,28.4,9.533358720487433,0.0
315,T,L,37.85,28.85,81.0,101.0,1.0,1587.6928161930025,36.7,11.094502352300685,0.0
316,Z,L,37.85,28.85,81.0,99.0,1.0,1379.0,54.8,14.388651942117288,0.0
317,T,M,37.75,28.75,81.0,96.0,1.0,1508.0,38.8,11.14059405940594,0.0
318,T,M,37.85,28.75,82.81000000000003,142.0,2.0,1346.0,44.6,11.43023610053313,0.0
319,T,L,37.75,28.85,79.20999999999998,94.0,1.0,1650.0,29.8,9.362147753236862,0.0
320,S,L,37.75,28.65,82.81000000000003,145.0,2.0,1493.0,47.6,13.531378522467632,0.0
321,S,L,37.75,28.55,84.63999999999999,150.0,2.0,1726.0,26.7,8.774600152322924,0.0
322,T,L,37.95,28.85,82.81000000000003,191.0,2.0,1669.0,32.2,10.232635186595584,0.0
323,Z,M,37.85,28.85,81.0,188.0,2.0,1569.0,32.5,9.709158415841584,0.0
324,Z,L,37.95,28.85,82.81000000000003,186.0,2.0,1376.0,44.9,11.763594821020565,0.0
325,K,L,38.25278096453967,28.95,86.5417336742016,184.0,2.0,1550.0,35.2,10.38842345773039,0.0
326,S,L,38.05,28.95,82.80999999999996,182.0,2.0,1402.0,47.8,12.760015232292458,0.0
327,Z,M,38.05,28.85,84.63999999999992,179.0,2.0,1605.0,40.0,12.223914699162224,0.0
328,T,H,37.95,28.85,82.81000000000003,174.0,2.0,1430.0,49.8,13.55940594059406,0.0
329,S,M,38.05,28.85,84.63999999999992,171.0,2.0,1417.0,52.5,14.16460396039604,0.0
330,S,M,37.95,28.75,84.64000000000006,168.0,2.0,1393.0,49.5,13.128998476770754,0.0
331,S,L,37.95,28.75,84.64000000000006,166.0,2.0,1322.0,53.0,13.340822543792841,0.0
332,T,L,37.95,28.65,86.49000000000008,164.0,2.0,1474.0,42.6,11.955902513328256,0.0
333,T,L,37.95,28.75,84.64000000000006,162.0,2.0,1771.0,27.2,9.171972581873572,0.0
334,K,L,37.85,28.65,84.64000000000006,160.0,2.0,1608.0,33.0,10.103579588728104,0.0
335,T,M,38.04816966706997,28.65,88.32559309103411,157.0,2.0,1502.0,34.4,9.837928408225437,0.0
336,T,H,37.75,28.55,84.63999999999999,152.0,2.0,1435.0,47.2,12.896420411271896,0.0
337,T,M,37.75,28.65,82.81000000000003,147.0,2.0,1524.0,41.3,11.984234577303884,0.0
338,S,L,37.95,28.85,82.81000000000003,193.0,2.0,1541.0,38.9,11.413728103579588,0.0
339,K,L,37.75,28.85,79.20999999999998,92.0,1.0,1427.0,47.7,12.960376999238386,0.0
340,Z,H,37.75,28.85,79.20999999999998,85.0,1.0,1455.0,42.7,11.829493526275705,0.0
341,K,L,37.45,28.55,79.21000000000004,40.0,1.0,1809.0,25.5,8.783225437928408,0.0
342,T,H,37.45,28.55,79.21000000000004,35.0,0.0,1786.0,27.1,9.215651180502666,0.0
343,Z,H,37.35,28.55,77.44000000000001,30.0,0.0,1330.0,49.5,12.535224676313785,0.0
344,T,L,37.25,28.45,77.44000000000001,28.0,0.0,1415.0,41.6,11.207920792079207,0.0
345,K,L,37.35,28.45,79.21000000000004,26.0,0.0,1270.0,54.2,13.106245239908606,0.0
346,T,L,37.35,28.45,79.21000000000004,24.0,0.0,1329.0,46.6,11.791964965727342,0.0
347,Z,H,37.35,28.35,81.0,16.0,0.0,1610.0,38.6,11.832825590251332,0.0
348,T,H,37.25,28.35,79.20999999999998,11.0,0.0,1611.0,41.5,12.729722010662604,0.0
349,S,L,37.35,28.45,79.21000000000004,9.0,0.0,1918.0,21.8,7.961233815689262,0.0
350,Z,L,37.35,28.45,79.21000000000004,7.0,0.0,1425.0,54.4,14.76009139375476,0.0
351,K,H,37.45,28.55,79.21000000000004,2.0,0.0,1602.0,32.3,9.852361005331302,0.0
352,S,L,37.55,28.55,80.99999999999994,222.0,3.0,1506.0,43.4,12.444859101294744,0.0
353,T,L,37.65,28.65,81.0,220.0,3.0,1605.0,33.3,10.17640898705255,0.0
354,T,L,37.55,28.55,80.99999999999994,218.0,3.0,1478.0,36.6,10.2998476770754,0.0
355,S,L,37.55,28.65,79.20999999999998,42.0,1.0,1303.0,59.7,14.811329017517137,0.0
356,T,L,37.75,28.85,79.20999999999998,90.0,1.0,1519.0,39.0,11.279702970297029,0.0
357,K,M,37.65,28.75,79.20999999999998,44.0,1.0,1383.0,45.7,12.03410129474486,0.0
358,Z,L,37.65,28.75,79.20999999999998,49.0,1.0,1461.0,44.2,12.295544554455446,0.0
359,Z,L,37.75,28.85,79.20999999999998,83.0,1.0,1540.0,37.6,11.025133282559025,0.0
360,Z,L,37.85,28.95,79.21000000000004,81.0,1.0,1663.0,31.5,9.97420030464585,0.0
361,T,L,37.75,28.85,79.20999999999998,79.0,1.0,1400.0,58.2,15.514089870525513,0.0
362,Z,M,37.75,28.75,81.0,76.0,1.0,1619.0,31.0,9.556169078446306,0.0
363,Z,L,37.65,28.75,79.20999999999998,74.0,1.0,1597.0,30.8,9.365498857578066,0.0
364,K,L,37.65,28.75,79.20999999999998,72.0,1.0,1547.0,41.7,12.282920792079208,0.0
365,S,L,37.55,28.75,77.43999999999996,70.0,1.0,1522.0,43.8,12.69299314546839,0.0
366,K,L,37.65,28.75,79.20999999999998,68.0,1.0,1644.0,33.4,10.454988575780655,0.0
367,S,M,37.75,28.85,79.20999999999998,65.0,1.0,1557.0,35.3,10.46498476770754,0.0
368,K,M,37.75,28.75,81.0,62.0,1.0,1691.0,33.4,10.753884234577303,0.0
369,Z,L,37.65,28.75,79.20999999999998,60.0,1.0,1523.0,43.3,12.55634044173648,0.0
370,Z,L,37.65,28.75,79.20999999999998,58.0,1.0,1441.0,49.3,13.526523229246003,0.0
371,Z,L,37.75,28.75,81.0,56.0,1.0,1736.0,26.5,8.75932977913176,0.0
372,Z,M,37.65,28.75,79.20999999999998,53.0,1.0,1429.0,47.9,13.032958872810356,0.0
373,K,L,37.65,28.75,79.20999999999998,51.0,1.0,2092.0,18.6,7.408834729626809,0.0
374,Z,L,37.55,28.65,79.20999999999998,47.0,1.0,1447.0,56.9,15.676751713632902,0.0
375,Z,L,37.95,28.75,84.64000000000006,195.0,2.0,1651.0,32.5,10.216584158415841,0.0
376,S,L,37.85,28.75,82.81000000000003,197.0,2.0,1521.0,39.3,11.381435643564355,0.0
377,Z,M,37.75,28.75,81.0,199.0,2.0,1365.0,48.2,12.527227722772277,0.0
378,K,M,37.55,28.75,77.43999999999996,128.0,2.0,1459.0,40.2,11.167517136329018,0.0
379,Z,L,37.55,28.75,77.43999999999996,126.0,2.0,1650.0,31.9,10.021896420411272,0.0
380,S,M,37.45,28.65,77.44000000000007,121.0,2.0,1625.0,35.9,11.107673267326733,0.0
381,Z,M,37.35,28.55,77.44000000000001,118.0,2.0,1455.0,39.0,10.804455445544555,0.0
382,T,L,37.35,28.55,77.44000000000001,116.0,1.0,1599.0,41.7,12.695792079207921,0.0
383,T,L,37.45,28.65,77.44000000000007,114.0,1.0,1567.0,39.1,11.665974866717441,0.0
384,K,L,37.55,28.65,79.20999999999998,112.0,1.0,1406.0,46.0,12.314546839299314,0.0
385,S,L,37.55,28.75,77.43999999999996,110.0,1.0,1452.0,48.4,13.38095963442498,0.0
386,K,L,38.136047950830886,28.75,88.09789613529666,108.0,1.0,1451.0,50.7,14.007178217821782,0.0
387,T,M,37.55,28.65,79.20999999999998,105.0,1.0,1691.0,27.7,8.918640517897943,0.0
388,T,H,37.55,28.75,77.43999999999996,100.0,1.0,1432.607131862474,46.3,12.62941930792699,0.0
389,Z,M,37.55,28.75,77.43999999999996,97.0,1.0,1552.0,35.9,10.608682406702208,0.0
390,T,L,37.55,28.75,77.43999999999996,95.0,1.0,1372.0,54.7,14.28948971820259,0.0
391,K,L,37.45,28.75,75.69000000000005,93.0,1.0,1548.0,34.1,10.05079969535415,0.0
392,K,L,37.55,28.75,77.43999999999996,91.0,1.0,1295.0,62.3,15.361481340441737,0.0
393,K,L,37.55,28.75,77.43999999999996,131.0,2.0,1395.0,50.5,13.413461538461538,0.0
394,Z,M,38.13362621732793,28.75,88.05244098652406,88.0,1.0,1420.0,52.0,14.05940594059406,0.0
395,Z,L,37.65,28.75,79.20999999999998,133.0,2.0,1705.4834074422984,29.3,9.51459707503034,0.0
396,K,L,37.65,28.85,77.43999999999996,137.0,2.0,1947.0,25.0,9.267897943640518,0.0
397,K,L,37.45,28.65,77.44000000000007,181.0,2.0,1616.025114536011,34.7,10.67708900883465,0.0
398,T,H,37.45,28.65,77.44000000000007,176.0,2.0,1388.0,50.5,13.346153846153847,0.0
399,K,L,37.45,28.65,77.44000000000007,174.0,2.0,1399.0,53.2,14.171134805788272,0.0
400,Z,M,37.45,28.65,77.44000000000007,171.0,2.0,1724.0,33.0,10.832444782939833,0.0
401,K,L,37.45,28.65,77.44000000000007,169.0,2.0,1354.0,50.0,12.89032749428789,0.0
402,T,L,37.35,28.55,77.44000000000001,167.0,2.0,1517.0,41.1,11.871420411271897,0.0
403,K,M,37.35,28.55,77.44000000000001,164.0,2.0,1452.0,45.7,12.634501142421936,0.0
404,K,M,37.35,28.55,77.44000000000001,161.0,2.0,1377.0,44.9,11.772143945163746,0.0
405,T,H,37.35,28.55,77.44000000000001,156.0,2.0,1369.0,45.4,11.834082254379284,0.0
406,T,M,37.45,28.65,77.44000000000007,153.0,2.0,1458.0,41.4,11.492993145468393,0.0
407,K,L,37.55,28.75,77.43999999999996,151.0,2.0,1422.2091300591956,46.8,12.673150663893821,0.0
408,Z,L,37.45,28.65,77.44000000000007,149.0,2.0,2465.0,13.7,6.430026656511805,0.0
409,Z,M,37.55,28.65,79.20999999999998,146.0,2.0,1505.0,44.5,12.751808834729626,0.0
410,K,H,37.45,28.75,75.69000000000005,141.0,2.0,1478.0,38.6,10.862680883472963,0.0
411,S,L,37.45,28.75,75.69000000000005,139.0,2.0,1593.0,34.9,10.58562452399086,0.0
412,S,L,37.55,28.75,77.43999999999996,135.0,2.0,1192.0,68.9,15.637623762376238,0.0
413,Z,M,37.55,28.65,79.20999999999998,85.0,1.0,1492.0,42.2,11.988271134805789,0.0
414,S,M,37.65,28.75,79.20999999999998,82.0,1.0,1465.0,35.8,9.986100533130235,0.0
415,T,L,37.55,28.65,79.20999999999998,80.0,1.0,1471.0,43.8,12.267669459253616,0.0
416,K,L,37.75,28.75,81.0,29.0,0.0,1546.0,43.4,12.775399847677074,0.0
417,T,L,37.85,28.85,81.0,27.0,0.0,1574.0,31.4,9.41043412033511,0.0
418,Z,L,37.95,28.95,81.00000000000007,25.0,0.0,1658.9664992944026,32.5,10.265881802564373,0.0
419,T,L,38.05,28.95,82.80999999999996,23.0,0.0,1635.0,36.0,11.207159177456207,0.0
420,S,M,37.95,28.95,81.00000000000007,20.0,0.0,1980.0,21.5,8.105483625285606,0.0
421,S,L,37.95,28.95,81.00000000000007,18.0,0.0,1632.0,34.2,10.627265803503427,0.0
422,T,H,38.16339206333625,28.85,86.73927172541455,13.0,0.0,1672.0,29.9,9.518811881188117,0.0
423,K,M,38.05,28.95,82.80999999999996,10.0,0.0,1769.0,26.0,8.757425742574258,0.0
424,T,L,37.95,28.95,81.00000000000007,8.0,0.0,1563.0,36.2,10.773153084539224,0.0
425,Z,L,37.85,28.85,81.0,6.0,0.0,1486.0,40.3,11.402475247524752,0.0
426,S,M,37.85,28.85,81.0,3.0,0.0,1641.0,33.2,10.373419649657274,0.0
427,Z,M,37.85,28.85,81.0,209.0,3.0,1573.0,38.9,11.650742574257425,0.0
428,K,H,37.75,28.75,81.0,204.0,3.0,1470.0,37.6,10.523990860624524,0.0
429,K,L,37.85,28.75,82.81000000000003,202.0,2.0,1609.0,31.7,9.711595582635185,0.0
430,S,L,37.85,28.75,82.81000000000003,31.0,0.0,1899.0,24.7,8.930940594059406,0.0
431,S,L,37.85,28.75,82.81000000000003,33.0,0.0,1449.0,36.5,10.070163747143946,0.0
432,T,M,37.85,28.85,81.0,35.0,0.0,1483.0,37.0,10.447638994668697,0.0
433,K,L,37.75,28.75,81.0,38.0,0.0,1576.0,38.6,11.582939832444785,0.0
434,K,L,37.55,28.65,79.20999999999998,78.0,1.0,1486.0,38.5,10.893183549124144,0.0
435,K,L,37.65,28.75,79.20999999999998,76.0,1.0,1680.0,32.4,10.364051789794365,0.0
436,K,M,37.65,28.65,81.0,73.0,1.0,1659.0,29.9,9.444801980198019,0.0
437,K,L,37.55,28.65,79.20999999999998,71.0,1.0,1743.0,26.2,8.695087585681645,0.0
438,T,M,37.65,28.75,79.20999999999998,68.0,1.0,1309.0,43.3,10.792022086824067,0.0
439,S,L,37.75,28.85,79.20999999999998,66.0,1.0,1735.0,31.5,10.40603579588728,0.0
440,T,L,37.65,28.75,79.20999999999998,64.0,1.0,1551.0,37.7,11.13341584158416,0.0
441,S,L,37.55,28.65,79.20999999999998,216.0,3.0,1624.0,34.5,10.667936024371668,0.0
442,Z,L,37.75,28.85,79.20999999999998,62.0,1.0,1525.0,43.2,12.543792840822544,0.0
443,T,M,37.85,28.75,82.81000000000003,56.0,1.0,1358.0,52.3,13.523115003808073,0.0
444,K,L,37.85,28.85,81.0,54.0,1.0,1799.0,24.2,8.28937547600914,0.0
445,Z,M,38.17349693182449,28.85,86.92759503774062,51.0,1.0,1432.0,41.5,11.315308453922315,0.0
446,Z,M,37.85,28.75,82.81000000000003,48.0,1.0,1299.0,60.4,14.938994668697637,0.0
447,T,L,37.85,28.85,81.0,46.0,1.0,1616.0,34.5,10.615384615384615,0.0
448,Z,M,37.95,28.85,82.81000000000003,43.0,1.0,1467.0,48.1,13.43539603960396,0.0
449,Z,M,37.85,28.85,81.0,40.0,0.0,1317.0,51.9,13.01452779893374,0.0
450,K,M,37.75,28.75,81.0,59.0,1.0,1618.0,37.8,11.645163747143943,0.0
451,T,H,37.55,28.55,80.99999999999994,211.0,3.0,1400.0,49.5,13.194973343488195,0.0
452,S,M,37.55,28.55,80.99999999999994,208.0,3.0,1599.0,36.1,10.990841584158416,0.0
453,K,L,37.55,28.45,82.80999999999996,206.0,2.0,1381.0,50.7,13.331435643564356,0.0
454,Z,L,37.65,28.35,86.48999999999995,170.0,2.0,1706.0,27.9,9.062718964204112,0.0
455,S,M,37.75,28.45,86.49000000000001,167.0,2.0,1628.0,36.4,11.283168316831683,0.0
456,Z,L,37.75,28.45,86.49000000000001,165.0,2.0,1382.0,52.4,13.788423457730389,0.0
457,T,H,37.65,28.35,86.48999999999995,160.0,2.0,1329.0,52.0,13.158415841584159,0.0
458,Z,M,37.75,28.45,86.49000000000001,157.0,2.0,1452.0,44.1,12.192155369383093,0.0
459,Z,L,37.85,28.55,86.49000000000001,155.0,2.0,1492.0,45.2,12.840517897943641,0.0
460,Z,M,37.85,28.55,86.49000000000001,152.0,2.0,1510.0,40.9,11.759139375476009,0.0
461,K,L,37.75,28.55,84.63999999999999,150.0,2.0,1564.0,34.1,10.154683929931455,0.0
462,Z,L,37.75,28.55,84.63999999999999,148.0,2.0,1535.0,35.4,10.346344249809597,0.0
463,K,L,37.85,28.65,84.64000000000006,146.0,2.0,1705.0,31.2,10.128712871287128,0.0
464,T,M,37.75,28.55,84.63999999999999,143.0,2.0,1548.0,34.2,10.080274181264281,0.0
465,S,M,37.75,28.55,84.63999999999999,140.0,2.0,1343.0,49.5,12.657749428789034,0.0
466,S,M,37.75,28.65,82.81000000000003,137.0,2.0,1671.0,31.6,10.053998476770754,0.0
467,T,L,37.75,28.65,82.81000000000003,135.0,2.0,1559.0,44.5,13.209348819497334,0.0
468,T,L,37.75,28.65,82.81000000000003,133.0,2.0,1385.0,50.7,13.370049504950495,0.0
469,S,L,37.65,28.25,88.35999999999997,172.0,2.0,1594.0,34.1,10.3494668697639,0.0
470,Z,L,37.65,28.55,82.80999999999996,131.0,2.0,1683.0,29.7,9.517345773038842,0.0
471,T,L,37.65,28.25,88.35999999999997,174.0,2.0,1761.0,24.3,8.147810357958873,0.0
472,Z,M,37.65,28.25,88.35999999999997,178.0,2.0,1532.0,40.7,11.872124904798172,0.0
473,K,M,37.55,28.35,84.63999999999992,2.0,0.0,1630.0,30.3,9.403846153846153,0.0
474,Z,L,37.55,28.35,84.63999999999992,212.0,3.0,1555.0,43.3,12.820163747143946,0.0
475,S,L,37.55,28.35,84.63999999999992,210.0,2.0,1445.0,43.9,12.078351104341204,0.0
476,K,L,37.55,28.45,82.80999999999996,208.0,3.0,1519.0,40.7,11.771382330540748,0.0
477,Z,L,37.55,28.45,82.80999999999996,206.0,2.0,1394.0,46.5,12.342155369383093,0.0
478,S,L,37.55,28.45,82.80999999999996,204.0,2.0,1525.0,41.9,12.16631759329779,0.0
479,T,L,37.55,28.45,82.80999999999996,202.0,2.0,1522.0,36.6,10.606473724295506,0.0
480,K,H,37.65,28.55,82.80999999999996,197.0,2.0,1341.285946689924,51.7,13.203443153821224,0.0
481,T,L,37.75,28.45,86.49000000000001,193.0,2.0,1367.0,49.0,12.753808073115003,0.0
482,K,L,37.85,28.55,86.49000000000001,191.0,2.0,1559.0,40.2,11.932939832444783,0.0
483,K,L,37.85,28.55,86.49000000000001,189.0,2.0,1632.0,31.6,9.81934501142422,0.0
484,S,L,37.86525179895199,28.35,90.54001679745902,187.0,2.0,1610.0,34.6,10.606626047220107,0.0
485,Z,L,37.75,28.35,88.35999999999997,185.0,2.0,1680.0,31.4,10.044173648134045,0.0
486,S,L,37.65,28.35,86.48999999999995,181.0,2.0,1673.0,27.8,8.855559786747905,0.0
487,K,L,37.55,28.25,86.48999999999995,176.0,2.0,1529.0,41.8,12.16911652703732,0.0
488,Z,L,37.55,28.55,80.99999999999994,129.0,2.0,1418.0,43.9,11.852665651180502,0.0
489,K,M,37.55,28.45,82.80999999999996,126.0,2.0,2432.0,14.2,6.575476009139376,0.0
490,Z,L,37.55,28.45,82.80999999999996,124.0,1.0,1962.0,20.2,7.546153846153846,0.0
491,T,M,37.35,28.25,82.81000000000003,78.0,1.0,1577.0,48.3,14.502875095201826,0.0
492,S,L,37.25,28.15,82.81000000000003,76.0,1.0,1497.0,45.7,13.026066260472202,0.0
493,Z,L,37.35,28.15,84.64000000000006,74.0,1.0,1390.0,49.9,13.206587966488957,0.0
494,Z,L,37.45,28.25,84.64000000000006,72.0,1.0,1503.0,48.6,13.908187357197258,0.0
495,K,L,37.45,28.25,84.64000000000006,70.0,1.0,1365.0,47.7,12.397277227722773,0.0
496,K,H,37.35,28.25,82.81000000000003,65.0,1.0,1538.0,38.4,11.245087585681645,0.0
497,T,L,37.45,28.25,84.64000000000006,63.0,1.0,1390.0,45.8,12.12147753236862,0.0
498,T,L,37.25,28.15,82.81000000000003,61.0,1.0,1499.0,38.1,10.8743145468393,0.0
499,K,L,37.25,28.15,82.81000000000003,59.0,1.0,1548.0,38.6,11.377151561309978,0.0
500,S,M,37.25,28.15,82.81000000000003,56.0,1.0,1379.0,43.2,11.342878903274944,0.0
501,K,L,37.15,28.05,82.80999999999996,54.0,1.0,1496.0,43.4,12.362223914699163,0.0
502,K,L,37.15,28.05,82.80999999999996,52.0,1.0,1657.0,34.1,10.758511043412033,0.0
503,Z,M,37.25,28.15,82.81000000000003,49.0,1.0,1357.0,54.5,14.081587966488957,0.0
504,Z,L,37.25,28.25,81.0,47.0,1.0,1400.0,44.3,11.808834729626808,0.0
505,S,M,37.727754977660915,28.15,91.73339041210846,44.0,0.0,1479.0,45.5,12.813118811881187,0.0
506,S,L,37.45,28.35,82.81000000000003,81.0,1.0,1432.0,54.3,14.805331302361004,0.0
507,K,M,37.45,28.35,82.81000000000003,83.0,1.0,1563.0,39.9,11.87427646610815,0.0
508,S,L,37.35,28.35,81.0,86.0,1.0,1433.0,43.4,11.841622239146991,0.0
509,Z,L,37.35,28.25,82.81000000000003,88.0,1.0,1384.0,50.1,13.202284843869004,0.0
510,T,L,37.55,28.45,82.80999999999996,122.0,1.0,1587.0,33.7,10.183149276466109,0.0
511,K,L,37.55,28.45,82.80999999999996,120.0,1.0,1578.0,34.1,10.245582635186596,0.0
512,K,L,37.45,28.45,81.00000000000007,118.0,1.0,1589.0,36.7,11.10363670982483,0.0
513,T,L,37.45,28.45,81.00000000000007,116.0,1.0,1351.0,52.9,13.607749428789031,0.0
514,K,L,37.55,28.45,82.80999999999996,114.0,1.0,1522.0,41.0,11.881568926123382,0.0
515,K,L,37.45,28.45,81.00000000000007,112.0,1.0,1914.567786446484,16.4,5.97846757382375,0.0
516,K,L,37.35,28.35,81.0,110.0,1.0,1689.0,30.6,9.84070830159939,0.0
517,K,M,37.65,28.35,86.48999999999995,5.0,0.0,1692.0,32.3,10.405864432597106,0.0
518,K,L,37.35,28.35,81.0,108.0,1.0,1436.0,49.7,13.588956587966488,0.0
519,T,M,37.45,28.35,82.81000000000003,103.0,1.0,1217.0,60.6,14.042307692307691,0.0
520,K,M,37.55,28.45,82.80999999999996,100.0,1.0,1492.0,43.0,12.215536938309215,0.0
521,Z,L,37.45,28.35,82.81000000000003,98.0,1.0,1489.0,43.5,12.332730388423458,0.0
522,S,L,37.35,28.35,81.0,96.0,1.0,1737.0,31.9,10.550323686214774,0.0
523,K,L,37.35,28.35,81.0,94.0,1.0,1639.0,28.9,9.018869002284843,0.0
524,K,L,37.35,28.25,82.81000000000003,92.0,1.0,1459.0,44.7,12.417612338156893,0.0
525,T,L,37.35,28.25,82.81000000000003,90.0,1.0,1346.0,46.7,11.96843107387662,0.0
526,Z,L,37.45,28.45,81.00000000000007,106.0,1.0,1636.0,28.7,8.940060929169839,0.0
527,S,M,37.05,28.15,79.20999999999998,39.0,0.0,1295.0,56.6,13.956016755521706,0.0
528,K,H,37.65,28.45,84.63999999999999,8.0,0.0,1790.0,26.2,8.92955064737243,0.0
529,S,L,37.65,28.35,86.48999999999995,17.0,0.0,1584.0,32.2,9.711500380807312,0.0
530,Z,L,37.45,28.45,81.00000000000007,155.0,2.0,1646.3883932640442,32.9,10.313438335564937,0.0
531,T,L,37.35,28.35,81.0,153.0,2.0,1496.0,35.2,10.026504188880427,0.0
532,S,L,37.35,28.45,79.21000000000004,151.0,2.0,1629.0,34.1,10.576713632901752,0.0
533,S,M,37.45,28.45,81.00000000000007,148.0,2.0,1612.0,29.8,9.146534653465347,0.0
534,S,L,37.55,28.55,80.99999999999994,146.0,2.0,1834.0,23.5,8.206207159177456,0.0
535,T,L,37.45,28.45,81.00000000000007,144.0,2.0,1611.0,33.8,10.367821782178217,0.0
536,T,H,37.55,28.55,80.99999999999994,139.0,2.0,1555.0,40.4,11.961538461538462,0.0
537,T,L,37.55,28.55,80.99999999999994,137.0,2.0,1621.0,33.7,10.401313785224676,0.0
538,K,L,37.45,28.45,81.00000000000007,135.0,2.0,1435.0,44.6,12.186024371667935,0.0
539,K,L,37.35,28.35,81.0,133.0,2.0,1579.0,36.9,11.093888042650418,0.0
